timestamp,BTC,ETH,SOL,XRP
2020-08-12,0.015120153650606483,0.021583113456464353,0.13863877520084866,-0.00271988696573644
2020-08-13,0.0186495888650704,0.09649258742703659,-0.006869375366100439,0.042042999327028596
2020-08-14,-0.0016519524617996106,0.0319640081028878,-0.08581769436997322,0.019544527532290967
2020-08-15,0.007810865827589497,-0.013215859030836996,-0.06947417812839085,-0.00370061676946154
2020-08-16,0.004944146333232036,0.0030070318282753306,0.06791679798298134,0.019107214562976926
2020-08-17,0.031074636890269458,-0.006295835062958388,-0.08218975948059615,0.035593498604498564
2020-08-18,-0.02736881703882288,-0.020747754647357786,0.07418006430868163,-0.040838327150512055
2020-08-19,-0.015941384728853314,-0.034340561677923986,-0.135869727901338,-0.04218042378764342
2020-08-20,0.008418838938661244,0.020811858832768815,0.10981017043092711,0.00838654012079365
2020-08-21,-0.027182573996819448,-0.06724527576092698,-0.08493039515575251,-0.04397973851735226
2020-08-22,0.01141411145625737,0.018738562259968505,0.0275949108026059,0.023592166970966222
2020-08-23,-0.001271546845740712,-0.011461390547515493,0.07880236340702385,-0.003917179630665957
2020-08-24,0.008591078567976362,0.04343374881625772,0.027846153846153854,0.012640449438202195
2020-08-25,-0.03658262542346913,-0.06070937990580849,-0.027091752731627006,-0.04212898751733696
2020-08-26,0.012635155790295949,0.0075209568328415966,0.09796923076923081,0.001013574660633454
2020-08-27,-0.011434000818397072,-0.006583551489074968,-0.033152112991817084,-0.04281633095866644
2020-08-28,0.017345402360732898,0.030892060427375023,0.16121271847192853,0.026634931429219133
2020-08-29,-0.005298037375150777,0.008959530257396597,-0.013179242692759052,0.007580775741517609
2020-08-30,0.021395728529266078,0.07598143735105989,0.12075376248893388,0.03367421475529575
2020-08-31,-0.005264209523223928,0.01130694269594823,0.07055000112843879,-0.006607306904105603
2020-09-01,0.023388108169356325,0.09592198990294842,-0.08512701591651739,0.050008892050506626
2020-09-02,-0.044743444246210906,-0.07551535549011357,-0.03910408553586653,-0.0652416923545951
2020-09-03,-0.1095566244663495,-0.13219567690557454,-0.1594484412470023,-0.11545569849610426
2020-09-04,0.03011581869369917,0.010120608285264954,0.007132464123705384,0.039985251341718264
2020-09-05,-0.02676175661122404,-0.1304313969786638,-0.2620039092376987,-0.06488083513886156
2020-09-06,0.008804242088624736,0.05310289245097177,0.18766313526792566,0.01044738394135969
2020-09-07,0.011431134338253823,0.0022392290249431124,-0.05507255744804629,0.008838489118652593
2020-09-08,-0.02379056513557709,-0.04581577533301273,-0.15586414474809318,-0.022357219604925982
2020-09-09,0.009139251381256486,0.039894484128160324,0.45871150729335497,0.010314071944878878
2020-09-10,0.011514599968686312,0.04868177283739494,-0.034443487680897666,0.016777540688674097
2020-09-11,0.004935730061420784,0.015492077297311946,-0.022899226144242113,-0.002057443831783412
2020-09-12,0.005104982821342974,0.037871691245349615,-0.019107905196525943,0.020616856341744816
2020-09-13,-0.01035253598341912,-0.05508277889524982,-0.02140112858686516,-0.021574014221072968
2020-09-14,0.03280224294796308,0.02920146280224878,0.0011655369137808513,0.014286894045751009
2020-09-15,0.010639284767194113,-0.03463088672040726,-0.10250911430409604,-0.009485425826412652
2020-09-16,0.015641645905402957,0.002884139976926825,-0.13544973544973538,0.014590440179195197
2020-09-17,-0.001279896585816509,0.06641833967845301,0.13827140995775244,0.0213886413351696
2020-09-18,-0.0006032912278713942,-0.012764536675570204,0.08030108571230365,-0.005909415404140472
2020-09-19,0.013468832631050365,0.002237311064283709,-0.026778833804263935,0.001875124675842832
2020-09-20,-0.014472977668277487,-0.03688513951979233,-0.05549323655559224,-0.018317935648295758
2020-09-21,-0.04606658437329458,-0.08268650280293233,-0.03339388011736766,-0.06287522310563032
2020-09-22,0.010788866895390603,0.011311552473851183,0.05095403295750223,0.008657259111765292
2020-09-23,-0.027365685908595005,-0.06824322361349167,-0.018361873323705313,-0.048837009698738276
